pred_class	pred_prob	raw_input	attribution_scores
1	0.15	[CLS] james clap ##per ' scary and disturbing ' . # 25th ##amen ##dm ##ent ##now # imp ##ea ##cht ##rum ##p # terrified # nuclear ##codes # god ##hel ##pus [SEP]	0.00 -0.16 -0.13 -0.07 -0.12 -0.23 -0.00 0.63 -0.06 0.21 -0.05 -0.04 -0.07 0.02 -0.01 0.01 0.02 -0.05 0.05 -0.01 -0.00 0.00 0.24 -0.34 0.11 0.42 0.06 -0.02 0.09 0.01 -0.25 0.00
0	0.83	[CLS] @ military ##time ##s that ' s what happens when you have pu ##ssi ##es for presidents and generals , you have to fight the same war over and over again . [SEP]	0.00 -0.06 -0.04 0.23 -0.05 0.03 0.02 0.02 0.09 -0.29 -0.01 0.02 -0.09 0.25 0.08 -0.01 -0.10 0.64 0.03 -0.51 0.07 0.07 -0.05 0.07 0.09 -0.06 0.04 0.07 0.09 -0.02 0.07 0.18 -0.02 0.00
1	0.02	[CLS] a few things that scare me thunder needles cats creepy dolls heights and edges # summer ##th ##under # fears # ik ##its ##wei ##rd [SEP]	0.00 -0.09 -0.02 -0.05 0.08 -0.55 -0.35 -0.11 0.04 0.17 0.17 0.19 -0.09 -0.06 0.07 -0.16 -0.18 -0.06 -0.05 0.12 -0.53 0.23 0.10 -0.00 -0.02 -0.08 0.00
1	0.00	[CLS] a delightful coming - of - age story . [SEP]	0.00 -0.94 -0.12 0.11 -0.08 -0.12 -0.16 0.21 0.02 -0.09 0.00
1	0.00	[CLS] can ' t wait to take family pictures just so excited to start doing fun things with my babies [SEP]	0.00 -0.37 -0.34 -0.08 -0.15 -0.15 -0.10 -0.08 0.03 -0.04 -0.05 0.04 -0.01 -0.02 0.01 -0.12 0.30 0.41 0.60 -0.22 0.00
0	0.55	[CLS] rt @ college ##fe ##ssion : " we ' re putting long hard dick ##s down our throat ##s the least you could do is lick a little pussy # return ##the ##fa ##vor " - ill ##ino & # 82 ##30 ; [SEP]	0.00 -0.04 0.05 0.11 0.00 0.01 0.01 0.17 0.04 0.11 0.08 -0.01 0.09 -0.20 0.48 -0.09 0.20 0.24 0.02 -0.02 -0.11 -0.18 0.13 -0.02 -0.06 -0.25 0.63 -0.07 -0.02 0.01 -0.01 0.11 -0.00 0.02 0.06 -0.03 -0.00 -0.01 0.00 0.05 -0.02 0.05 0.07 -0.01 0.00
1	0.01	[CLS] @ joy ##spar ##kle ##bs being able to sit with so much solid info while others came at her ready to kill is a true sign of strength . # inspiring [SEP]	0.00 0.06 -0.05 0.02 -0.01 -0.00 -0.00 0.02 -0.01 0.01 -0.01 -0.01 0.02 0.02 0.08 -0.02 0.03 -0.06 -0.00 -0.07 -0.07 -0.05 0.15 -0.01 0.00 -0.02 -0.01 -0.02 -0.09 0.04 0.11 -0.96 0.00
1	0.01	[CLS] this one is definitely one to skip , even for horror movie fan ##atics . [SEP]	0.00 -0.50 -0.38 -0.47 -0.30 -0.11 -0.12 -0.05 -0.34 -0.07 -0.05 0.10 -0.33 -0.06 0.15 -0.05 0.00
1	0.01	[CLS] it ' s one of those baseball pictures where the hero is st ##oic , the wife is patient , the kids are as cute as all get - out and the odds against success are long enough to int ##imi ##date , but short enough to make a dream seem possible . [SEP]	0.00 -0.24 -0.30 -0.24 0.10 -0.06 0.03 0.03 -0.36 -0.04 -0.08 -0.15 -0.18 0.13 -0.05 -0.07 -0.16 0.04 -0.26 -0.03 -0.08 -0.21 0.09 -0.12 -0.06 0.00 -0.04 -0.03 -0.02 0.06 0.06 -0.09 -0.17 0.07 -0.11 -0.09 -0.18 0.03 -0.06 -0.13 0.01 0.20 0.14 0.04 -0.05 0.02 0.01 0.03 0.05 0.03 -0.09 0.07 -0.35 -0.26 0.00
1	0.05	[CLS] op ##ps , how come your archive links to the article ' s talk page archive ? i ' m going to fix it for you , ok ? [SEP]	0.00 -0.09 0.08 -0.13 0.04 -0.10 0.22 -0.82 0.04 -0.05 -0.13 0.12 -0.14 -0.13 0.02 0.10 -0.29 -0.07 -0.02 -0.03 -0.05 -0.08 0.12 -0.16 -0.00 0.07 -0.05 -0.08 0.08 -0.03 0.00
1	0.01	[CLS] @ u ##bi ##q ##sma ##rt looking like a good buy in price . great platform and dev team future looks # bright [SEP]	0.00 0.11 -0.65 0.12 -0.15 -0.20 -0.11 0.08 -0.04 -0.06 -0.06 0.05 -0.04 0.09 -0.03 -0.13 -0.04 -0.07 -0.08 -0.14 -0.02 0.47 0.15 -0.39 0.00
1	0.00	[CLS] pep ##lam ##b : steven ##furt ##ick # comfort all who # mo ##urn , to console those who # mo ##urn in # zion , to give them # beauty for # ashes , the # oil of # joy for [SEP]	0.00 -0.24 -0.20 -0.01 -0.07 -0.02 -0.08 0.01 -0.16 -0.05 -0.01 -0.02 -0.03 0.01 -0.10 -0.09 -0.15 0.05 -0.05 0.01 -0.08 -0.02 -0.08 -0.10 -0.12 -0.10 -0.11 -0.04 0.04 0.01 0.02 -0.09 -0.13 0.02 0.20 0.02 -0.01 -0.11 -0.04 0.12 -0.03 -0.26 -0.76 0.00
0	0.65	[CLS] @ nbc ##ne ##ws @ hall ##ie ##jack ##son @ kei ##rs ##im ##mons seems leg ##it . i always flinch right before i tell the truth . [SEP]	0.00 0.02 -0.01 0.03 0.02 0.08 -0.01 0.00 0.09 0.02 0.05 -0.02 -0.01 0.01 0.04 0.11 -0.27 0.20 0.07 -0.09 -0.22 0.86 0.02 -0.01 0.00 0.09 0.01 -0.21 -0.01 0.00
1	0.02	[CLS] bog ##dan ##ovich tan ##tal ##izes by offering a pee ##p show into the lives of the era ' s cr ##eme de la cell ##ulo ##id . [SEP]	0.00 -0.18 -0.03 0.34 -0.01 0.05 -0.05 0.09 -0.12 -0.05 -0.28 -0.05 0.26 0.10 -0.00 -0.56 0.05 0.02 -0.07 -0.19 -0.26 -0.09 -0.08 0.10 0.01 0.42 -0.07 -0.03 -0.17 0.00
1	0.00	[CLS] @ ricky ##s ##neck ##lace i ' m so proud mil ##s ! keep smiling [SEP]	0.00 -0.30 0.12 0.03 0.09 -0.13 -0.30 -0.15 -0.34 0.05 -0.00 0.31 0.11 0.17 0.62 -0.35 0.00
1	0.02	[CLS] imagine suffering chronic depression and being told ' you have an una ##tt ##ractive chip on your shoulder ' # d ##w ##p # wr ##ag # www . gov . uk # mental ##hea ##lth [SEP]	0.00 0.51 0.07 -0.03 -0.37 0.20 -0.21 -0.05 0.07 0.33 -0.01 -0.03 -0.08 0.14 -0.10 -0.23 -0.01 -0.09 -0.15 -0.08 -0.01 -0.16 0.03 -0.05 -0.09 -0.14 -0.01 -0.10 0.16 0.05 -0.07 -0.01 -0.02 0.06 0.29 0.00 -0.26 0.00
1	0.01	[CLS] @ api ##nk ##num ##jo ##o hello , nam ##jo ##o un ##nie ! welcome to paradox . i ' m deeply sorry for the late greeting cha ##ey is wishing you to have a pleasant + [SEP]	0.00 -0.02 -0.06 -0.04 0.05 0.00 0.01 -0.02 -0.01 -0.01 0.01 -0.01 -0.01 0.00 0.04 -0.01 -0.06 0.02 -0.10 -0.02 -0.04 -0.09 -0.00 0.04 -0.06 -0.07 0.01 0.03 0.00 0.07 -0.04 -0.06 0.02 -0.02 0.11 -0.02 -0.94 0.20 0.00
1	0.04	[CLS] i just thought that it is nice when you are looking for rq that you can find an algorithm that will do rq , not q ##r . it ' s fine if we just make a section about rq in the q ##r article , is that ok with you ? [SEP]	0.00 -0.28 -0.15 -0.06 -0.03 0.01 -0.03 0.20 -0.00 0.06 -0.08 -0.08 -0.10 0.07 -0.02 0.03 -0.08 -0.06 -0.04 -0.29 -0.01 -0.12 -0.02 -0.08 0.04 -0.04 -0.14 -0.11 -0.14 -0.22 -0.05 -0.01 -0.53 -0.05 -0.08 -0.08 -0.03 -0.15 0.02 -0.14 -0.07 -0.05 -0.07 -0.07 -0.03 -0.21 0.04 -0.08 0.05 0.25 0.14 0.06 -0.33 0.00
1	0.17	[CLS] just passed a bus with an ad ##vert for paw patrol live on it . i need therapy after just thinking about taking miss e to it . . [SEP]	0.00 0.25 -0.11 -0.14 -0.02 0.01 -0.03 -0.09 -0.14 -0.03 -0.37 0.29 0.05 -0.01 0.06 0.21 0.16 -0.36 -0.44 -0.15 -0.10 -0.11 -0.06 -0.09 0.06 -0.17 -0.00 -0.01 0.17 0.36 0.00
1	0.00	[CLS] i ' m ins ##ecure , but i ' m strong . i ' m alone , but i ' m loved . i ' m sad , but i smile . [SEP]	0.00 -0.50 -0.27 -0.06 0.02 0.08 0.07 0.02 -0.00 -0.01 -0.31 0.10 -0.13 -0.07 -0.18 -0.19 -0.16 -0.01 -0.07 -0.12 -0.10 -0.19 -0.13 -0.16 -0.16 -0.20 -0.20 -0.17 0.06 0.12 0.40 0.11 -0.00 0.00
0	0.78	[CLS] # india ##aga ##ins ##tis ##lam ##ists # radical ##is ##lam possess the danger not only ##2 # india , but also 2 ##the world . its time 4 up ##ro ##oting the source f # terrorism [SEP]	0.00 0.03 0.00 0.00 0.01 -0.01 0.01 0.02 0.02 0.00 0.01 -0.01 -0.07 -0.00 0.04 0.03 0.03 0.01 0.02 0.00 0.05 -0.00 0.01 -0.01 0.00 0.03 0.06 -0.00 0.00 -0.03 0.03 0.02 -0.00 0.00 0.02 0.03 -0.09 0.99 0.00
1	0.00	[CLS] although laced with humor and a few fan ##ciful touches , the film is a refreshing ##ly serious look at young women . [SEP]	0.00 -0.08 0.05 0.06 -0.17 -0.06 -0.13 -0.11 -0.08 -0.04 -0.03 -0.14 -0.13 -0.04 -0.47 -0.17 -0.34 -0.01 -0.22 -0.22 -0.28 0.07 0.55 -0.16 0.00
1	0.01	[CLS] # lo ##l # funny # comedy # sarcasm me : i don ' t care : ) me , one second later : * starts crying * [SEP]	0.00 -0.04 -0.21 -0.06 -0.04 -0.48 -0.09 -0.59 -0.27 0.31 -0.05 0.03 0.01 0.04 -0.02 -0.02 -0.07 -0.11 0.05 -0.03 0.00 0.03 0.14 0.02 -0.07 -0.00 0.29 -0.23 0.09 0.00
1	0.00	[CLS] happy that we played t ##gt as a team once . thought there would be another chance out there but sadly no . rest in peace my dear friend . : ( [SEP]	0.00 -0.12 -0.72 -0.16 -0.10 -0.17 -0.08 0.06 -0.04 0.03 -0.06 0.00 -0.09 -0.09 -0.15 -0.00 -0.16 -0.07 0.03 -0.14 0.10 -0.10 0.04 -0.04 -0.09 -0.17 -0.10 -0.05 -0.16 0.10 0.11 0.31 -0.29 0.00
1	0.01	[CLS] with virtually no interesting elements for an audience to focus on , chelsea walls is a triple - es ##press ##o endurance challenge . [SEP]	0.00 -0.50 -0.17 0.05 0.08 -0.12 -0.05 0.04 0.02 -0.03 -0.05 -0.07 -0.02 0.00 0.14 -0.23 0.09 -0.03 -0.04 -0.19 -0.30 -0.06 0.59 0.33 0.16 0.00
0	0.67	[CLS] @ love ##is ##land # love ##isan ##d next time there ' s a dumping get # olivia out of there ! she ' s # dreadful and not good for chris [SEP]	0.00 0.23 -0.09 -0.05 -0.02 0.04 -0.08 0.08 -0.03 -0.06 -0.03 -0.00 -0.03 -0.06 0.01 0.21 -0.00 0.03 -0.05 0.01 -0.05 0.08 -0.21 0.05 -0.04 -0.02 0.45 -0.76 -0.07 0.05 -0.04 0.05 0.13 0.00
1	0.06	[CLS] @ mt ##ail ##or 20 % better than a tailor ? least a tailor would know # navy vs . # blue . $ 500 and 4 weeks for an # inn ##ac ##ura ##te suit ? [SEP]	0.00 0.24 -0.11 0.19 0.02 -0.07 -0.01 -0.05 -0.11 0.14 -0.31 0.09 -0.03 0.11 -0.12 0.06 0.13 -0.13 -0.20 0.09 0.06 -0.07 -0.04 0.02 0.39 0.03 -0.04 -0.11 0.41 0.03 -0.06 -0.04 0.08 -0.10 -0.10 -0.15 0.40 -0.28 0.00
1	0.19	[CLS] sorry , i wasn ' t sure as you said you ' d upgraded from 10 . 10 , so i didn ' t know how ' fresh ' your install was . are you using nouveau or the proprietary drivers ? [SEP]	0.00 -0.12 0.08 -0.10 -0.05 -0.02 -0.04 0.02 -0.06 0.02 0.01 0.05 0.05 0.04 -0.26 -0.01 0.13 0.08 0.10 -0.02 0.01 0.06 -0.15 0.03 -0.08 -0.07 0.02 -0.02 -0.15 -0.03 0.17 0.08 -0.08 0.01 -0.15 0.09 -0.50 0.37 0.05 -0.02 -0.47 0.28 0.18 0.00
0	0.98	[CLS] an over ##em ##pha ##tic , would - be wa ##cky , ultimately ted ##ious sex far ##ce . [SEP]	0.00 -0.62 0.21 0.09 0.19 0.04 0.10 0.19 0.12 0.02 0.07 0.07 0.06 -0.18 -0.26 0.01 0.40 0.21 0.23 0.31 0.00
1	0.12	[CLS] i ' ve finished with that category , yes . would you like a hand clearing it ? [SEP]	0.00 -0.01 0.05 0.03 0.32 -0.05 -0.12 0.15 0.02 -0.14 0.10 0.03 0.30 0.12 -0.05 -0.12 0.80 0.25 0.00 0.00
0	0.95	[CLS] that was absolutely the two worst national anthem singers i ' ve ever heard , both of them screwed up the words # awful [SEP]	0.00 -0.03 -0.01 -0.07 0.00 0.01 0.03 0.04 0.07 -0.96 -0.02 -0.02 -0.03 0.01 0.02 -0.05 0.01 -0.01 0.02 0.14 -0.03 -0.05 -0.00 0.17 0.01 0.00
0	0.68	[CLS] because of an unnecessary and clumsy last scene , ` swim ##fan ' left me with a very bad feeling . [SEP]	0.00 0.10 -0.07 -0.06 -0.16 -0.09 -0.13 0.06 -0.35 0.09 -0.19 -0.27 0.00 -0.07 0.05 0.32 0.00 0.04 0.19 0.63 -0.19 0.32 0.00
1	0.19	[CLS] what error did you get ( exception / error message ) ? what exactly do you want to achieve when you say " merging " 2 p ##ng ? [SEP]	0.00 -0.00 0.14 -0.07 -0.07 -0.19 -0.26 0.02 0.00 0.13 0.07 -0.00 -0.22 -0.10 -0.13 0.02 -0.04 -0.20 -0.08 0.04 -0.15 -0.11 -0.59 -0.40 0.09 -0.20 -0.23 0.09 0.25 0.02 0.00
0	0.97	[CLS] @ uber very disappointing that support has not responded to my email ! ! # bad # uber # service [SEP]	0.00 0.17 0.21 -0.22 -0.11 0.01 0.03 -0.20 0.01 0.15 -0.07 -0.07 0.22 -0.14 -0.31 0.14 0.53 0.05 0.53 -0.19 0.13 0.00
1	0.08	[CLS] despite the ev ##oca ##tive aesthetics ev ##in ##cing the hollow state of modern love life , the film never per ##cola ##tes beyond a mono ##ton ##ous w ##hine . [SEP]	0.00 -0.10 -0.10 -0.02 -0.16 -0.07 -0.27 -0.12 0.11 0.06 0.07 -0.19 -0.06 -0.01 0.32 0.23 -0.13 0.00 -0.08 0.05 0.13 0.10 -0.06 0.11 -0.31 -0.09 -0.08 -0.12 -0.18 0.58 0.27 0.10 0.00
1	0.08	[CLS] @ austin _ j _ powers @ i _ am _ bum ##face @ r ##9 ##rai @ ho ##lb ##orn ##lo ##lz absolutely shocking be ##ha ##vo ##ur ! ! ! ! ! ! [SEP]	0.00 0.06 -0.04 -0.01 -0.00 -0.03 0.14 0.04 0.03 -0.04 -0.09 -0.05 -0.04 0.04 0.13 -0.02 0.03 0.02 0.01 -0.15 -0.15 0.10 -0.16 -0.67 0.32 -0.00 0.07 -0.02 -0.51 -0.11 -0.03 -0.03 -0.09 -0.03 -0.07 -0.13 0.00
0	0.95	[CLS] @ parker ##mo ##llo ##y @ k ##fi ##le very misleading heading . not to mention an agenda driven article . [SEP]	0.00 -0.05 -0.05 0.02 -0.00 0.01 -0.04 -0.07 0.00 0.01 -0.04 0.97 0.03 0.03 0.03 -0.00 0.05 -0.04 0.01 0.07 0.09 0.14 0.00
0	0.89	[CLS] a celebration of qui ##rkin ##ess , eccentric ##ity , and certain individuals ' tendency to let it all hang out , and damn the consequences . [SEP]	0.00 -0.02 -0.51 -0.01 -0.02 -0.02 -0.00 -0.02 -0.03 0.02 0.03 -0.02 -0.01 -0.01 0.02 -0.09 -0.02 0.00 0.01 -0.01 -0.02 0.05 0.11 0.03 0.81 0.03 -0.22 -0.03 0.00
1	0.05	[CLS] nba all ##star weekend is an unofficial negro holiday [SEP]	0.00 -0.06 -0.12 0.02 0.13 -0.37 0.01 -0.06 0.85 0.31 0.00
